DrawDate,Year,Month,FirstPrize,Last2,Front3_1,Front3_2,Back3_1,Back3_2,Back3_3,Back3_4
2551-02-01,2551,2,212684,26,,,311,472,732,796
2551-02-16,2551,2,137054,80,,,344,512,630,892
2551-03-01,2551,3,936685,05,,,056,085,371,691
2551-03-16,2551,3,074946,33,,,077,974,085,158
2551-04-01,2551,4,012653,71,,,124,195,200,586
2551-04-16,2551,4,982800,64,,,802,584,043,008
2551-05-02,2551,5,453011,62,,,001,133,001,792
2551-05-16,2551,5,329231,69,,,193,120,355,214
2551-06-01,2551,6,414875,35,,,370,666,747,916
2551-06-16,2551,6,729111,75,,,339,345,639,870
2551-07-01,2551,7,943671,50,,,096,287,490,523
2551-07-16,2551,7,257374,41,,,344,401,486,576
2551-08-01,2551,8,850348,11,,,236,386,408,913
2551-08-16,2551,8,380377,36,,,161,445,457,744
2551-09-01,2551,9,695993,09,,,027,206,413,904
2551-09-16,2551,9,012377,56,,,378,534,557,691
2551-10-01,2551,10,882911,67,,,204,302,311,395
2551-10-16,2551,10,431277,98,,,324,526,644,648
2551-11-01,2551,11,272028,76,,,285,333,421,929
2551-11-16,2551,11,002612,20,,,068,589,824,877
2551-12-01,2551,12,205434,05,,,013,260,617,957
2551-12-16,2551,12,074114,25,,,305,715,803,959
2551-12-30,2551,12,218596,22,,,094,197,831,984
2552-01-16,2552,1,743212,25,,,266,800,842,885
2552-02-01,2552,2,534533,69,,,660,777,015,427
2552-02-16,2552,2,038730,93,,,961,939,115,434
2552-03-01,2552,3,553091,67,,,224,238,665,295
2552-03-16,2552,3,268812,36,,,228,929,424,063
2552-04-01,2552,4,816578,50,,,572,363,113,044
2552-04-16,2552,4,368415,33,,,954,179,007,570
2552-05-02,2552,5,294452,11,,,222,549,947,301
2552-05-16,2552,5,111411,54,,,368,838,362,892
2552-06-01,2552,6,777661,26,,,242,097,240,642
2552-06-16,2552,6,930456,15,,,125,044,954,179
2552-07-01,2552,7,207542,66,,,233,107,799,385
2552-07-16,2552,7,000816,94,,,005,177,356,836
2552-08-01,2552,8,154986,92,,,688,239,421,374
2552-08-16,2552,8,462933,96,,,843,292,577,658
2552-09-01,2552,9,015865,32,,,435,447,446,924
2552-09-16,2552,9,202912,48,,,200,353,539,166
2552-10-01,2552,10,169387,06,,,249,435,714,255
2552-10-16,2552,10,258487,00,,,174,135,226,122
2552-11-01,2552,11,689140,85,,,366,923,642,465
2552-11-16,2552,11,055986,58,,,299,952,072,536
2552-12-01,2552,12,776980,59,,,937,188,412,252
2552-12-16,2552,12,685141,05,,,694,775,524,142
2552-12-30,2552,12,994304,87,,,993,337,419,598
2553-01-16,2553,1,073577,67,,,413,459,781,646
2553-02-01,2553,2,186312,14,,,936,577,694,403
2553-02-16,2553,2,133707,03,,,137,026,362,985
2553-03-01,2553,3,215227,97,,,457,627,374,470
2553-03-16,2553,3,364222,97,,,619,996,229,756
2553-04-01,2553,4,959517,22,,,174,663,447,040
2553-04-16,2553,4,211743,96,,,811,744,154,285
2553-05-02,2553,5,360371,06,,,382,040,517,618
2553-05-16,2553,5,480012,12,,,293,151,770,008
2553-06-01,2553,6,444874,81,,,374,298,996,673
2553-06-16,2553,6,500104,73,,,200,628,681,816
2553-07-01,2553,7,480239,68,,,893,450,918,961
2553-07-16,2553,7,180387,34,,,309,219,572,024
2553-08-01,2553,8,210008,10,,,769,182,727,191
2553-08-16,2553,8,911097,64,,,986,578,448,689
2553-09-01,2553,9,354656,11,,,784,570,656,096
2553-09-16,2553,9,017422,66,,,103,316,431,075
2553-10-01,2553,10,488372,02,,,091,996,003,246
2553-10-16,2553,10,621377,42,,,310,518,385,872
2553-11-01,2553,11,191100,59,,,653,968,801,739
2553-11-16,2553,11,813993,43,,,763,979,907,129
2553-12-01,2553,12,181752,09,,,664,470,474,086
2553-12-16,2553,12,334380,24,,,529,315,533,306
2553-12-30,2553,12,884112,49,,,936,153,186,933
2554-01-16,2554,1,281062,23,,,227,185,758,546
2554-02-01,2554,2,610089,55,,,596,361,121,432
2554-02-16,2554,2,481746,27,,,535,510,384,388
2554-03-01,2554,3,656037,97,,,544,357,926,396
2554-03-16,2554,3,593331,96,,,209,945,463,737
2554-04-01,2554,4,814931,01,,,723,584,040,036
2554-04-16,2554,4,825988,44,,,263,213,397,593
2554-05-02,2554,5,054136,85,,,421,945,133,524
2554-05-16,2554,5,406417,05,,,700,044,071,889
2554-06-01,2554,6,562370,46,,,656,346,801,556
2554-06-16,2554,6,351276,88,,,486,167,162,582
2554-07-01,2554,7,622953,51,,,390,160,780,463
2554-07-16,2554,7,116556,12,,,227,052,534,609
2554-08-01,2554,8,218756,12,,,703,583,660,221
2554-08-16,2554,8,536960,62,,,814,345,074,005
2554-09-01,2554,9,724533,85,,,847,021,533,821
2554-09-16,2554,9,731198,28,,,384,645,812,589
2554-10-01,2554,10,511052,15,,,957,104,189,499
2554-10-16,2554,10,955756,83,,,991,057,329,507
2554-11-01,2554,11,805540,54,,,771,380,065,221
2554-11-16,2554,11,997777,57,,,425,551,406,993
2554-12-01,2554,12,408147,02,,,922,253,857,739
2554-12-16,2554,12,884178,21,,,784,235,651,295
2554-12-30,2554,12,526402,65,,,168,026,541,597
2555-01-16,2555,1,451445,81,,,328,150,941,639
2555-02-01,2555,2,320605,32,,,749,426,498,598
2555-02-16,2555,2,648684,18,,,906,214,111,420
2555-03-01,2555,3,222518,79,,,295,135,711,199
2555-03-16,2555,3,607064,08,,,606,333,573,350
2555-04-01,2555,4,257562,69,,,581,074,616,332
2555-04-16,2555,4,583470,62,,,216,088,722,754
2555-05-02,2555,5,889501,29,,,589,597,426,468
2555-05-16,2555,5,814418,31,,,504,309,902,101
2555-06-01,2555,6,882727,38,,,606,576,895,399
2555-06-16,2555,6,159373,51,,,238,790,479,547
2555-07-01,2555,7,915900,60,,,715,656,530,611
2555-07-16,2555,7,904050,11,,,897,224,159,042
2555-08-01,2555,8,895590,50,,,820,599,796,745
2555-08-16,2555,8,683877,28,,,032,612,775,730
2555-09-01,2555,9,329997,07,,,736,598,148,639
2555-09-16,2555,9,540143,79,,,242,752,123,770
2555-10-01,2555,10,124025,58,,,940,554,291,873
2555-10-16,2555,10,281343,28,,,152,089,396,868
2555-11-01,2555,11,524694,63,,,217,188,285,338
2555-11-16,2555,11,639500,15,,,576,560,804,627
2555-12-01,2555,12,110443,43,,,434,553,489,303
2555-12-16,2555,12,529524,72,,,734,745,778,008
2555-12-30,2555,12,302358,00,,,589,864,126,832
2556-01-16,2556,1,820981,08,,,555,196,374,334
2556-02-01,2556,2,565566,66,,,452,695,641,782
2556-02-16,2556,2,368257,09,,,657,708,109,386
2556-03-01,2556,3,976241,37,,,972,721,133,775
2556-03-16,2556,3,968433,52,,,860,959,175,529
2556-04-01,2556,4,571688,53,,,170,430,670,725
2556-04-16,2556,4,843846,86,,,834,862,906,828
2556-05-02,2556,5,603458,07,,,272,359,516,830
2556-05-16,2556,5,687125,56,,,034,261,390,945
2556-06-01,2556,6,935489,90,,,480,713,716,768
2556-06-16,2556,6,289673,69,,,390,098,114,502
2556-07-01,2556,7,646905,51,,,075,284,903,904
2556-07-16,2556,7,566996,86,,,352,210,584,526
2556-08-01,2556,8,356435,82,,,880,451,718,329
2556-08-16,2556,8,321327,20,,,417,945,448,201
2556-09-01,2556,9,548123,05,,,281,570,800,045
2556-09-16,2556,9,562684,63,,,056,235,574,754
2556-10-01,2556,10,647882,14,,,576,324,650,028
2556-10-16,2556,10,963289,60,,,402,529,876,952
2556-11-01,2556,11,739804,47,,,502,020,256,173
2556-11-16,2556,11,806925,28,,,069,304,672,753
2556-12-01,2556,12,168795,27,,,734,766,074,980
2556-12-16,2556,12,341767,79,,,111,228,742,826
2556-12-30,2556,12,561072,48,,,513,750,503,275
2557-01-16,2557,1,306902,52,,,242,077,149,510
2557-02-01,2557,2,180149,95,,,406,492,888,976
2557-02-16,2557,2,384245,01,,,397,530,074,521
2557-03-01,2557,3,906318,35,,,116,537,753,798
2557-03-16,2557,3,531404,79,,,250,305,400,904
2557-04-01,2557,4,028866,95,,,186,499,835,938
2557-04-16,2557,4,153406,26,,,344,013,355,634
2557-05-02,2557,5,103297,52,,,143,158,673,797
2557-05-16,2557,5,087523,20,,,150,505,112,246
2557-06-01,2557,6,781198,18,,,160,324,409,636
2557-06-16,2557,6,673920,95,,,158,140,639,576
2557-07-01,2557,7,378477,39,,,123,271,441,864
2557-07-16,2557,7,468728,45,,,104,944,117,205
2557-08-01,2557,8,766391,82,,,349,576,623,637
2557-08-16,2557,8,662842,91,,,639,912,187,633
2557-09-01,2557,9,856763,22,,,308,912,477,490
2557-09-16,2557,9,772269,35,,,112,257,342,790
2557-10-01,2557,10,375615,44,,,251,086,159,520
2557-10-16,2557,10,656409,94,,,647,784,848,910
2557-11-01,2557,11,206608,44,,,607,203,855,979
2557-11-16,2557,11,479804,25,,,179,422,480,709
2557-12-01,2557,12,480449,11,,,820,380,580,161
2557-12-16,2557,12,948354,90,,,080,763,775,901
2557-12-30,2557,12,461704,57,,,853,982,535,950
2558-01-16,2558,1,244351,74,,,068,398,595,877
2558-02-01,2558,2,155537,79,,,083,286,813,008
2558-02-16,2558,2,001864,90,,,843,103,825,392
2558-03-01,2558,3,240237,34,,,498,031,857,008
2558-03-16,2558,3,048151,92,,,339,622,623,757
2558-04-01,2558,4,605704,70,,,558,962,557,861
2558-04-16,2558,4,506260,38,,,101,164,495,973
2558-05-02,2558,5,543466,30,,,818,163,366,195
2558-05-16,2558,5,011421,38,,,799,484,851,928
2558-06-02,2558,6,388881,65,,,314,700,876,969
2558-06-16,2558,6,644742,05,,,429,253,386,532
2558-07-01,2558,7,759049,26,,,565,814,081,567
2558-07-16,2558,7,121507,49,,,761,461,830,294
2558-08-01,2558,8,518677,53,,,333,598,648,889
2558-08-16,2558,8,033363,40,,,781,227,624,648
2558-09-01,2558,9,021094,89,260,403,068,819,,
2558-09-16,2558,9,743148,06,435,209,375,084,,
2558-10-01,2558,10,594825,07,175,918,440,799,,
2558-10-16,2558,10,968630,62,457,134,412,054,,
2558-11-01,2558,11,361211,45,106,757,166,473,,
2558-11-16,2558,11,795283,03,241,028,643,802,,
2558-12-01,2558,12,915350,78,238,181,714,175,,
2558-12-17,2558,12,930255,08,140,250,094,638,,
2558-12-30,2558,12,008217,02,246,264,596,895,,
2559-01-17,2559,1,304371,50,031,532,743,786,,
2559-02-01,2559,2,927800,09,625,999,054,076,,
2559-02-16,2559,2,356364,98,312,699,309,535,,
2559-03-01,2559,3,439686,06,426,530,155,743,,
2559-03-16,2559,3,134918,32,855,877,004,973,,
2559-04-01,2559,4,066720,92,390,546,285,852,,
2559-04-16,2559,4,221609,87,008,228,507,523,,
2559-05-02,2559,5,399459,02,238,403,046,671,,
2559-05-16,2559,5,141737,98,382,975,087,268,,
2559-06-01,2559,6,511825,14,111,775,880,937,,
2559-06-16,2559,6,073816,79,251,804,321,749,,
2559-07-01,2559,7,082460,53,169,609,173,302,,
2559-07-16,2559,7,449764,55,552,734,158,925,,
2559-08-01,2559,8,272932,57,538,983,472,871,,
2559-08-16,2559,8,254004,33,366,966,596,631,,
2559-09-01,2559,9,638684,62,334,335,630,669,,
2559-09-16,2559,9,240650,42,493,583,043,160,,
2559-10-01,2559,10,887102,33,194,280,017,458,,
2559-10-16,2559,10,571947,98,692,885,032,587,,
2559-11-01,2559,11,785438,86,824,976,038,752,,
2559-11-16,2559,11,858383,44,040,682,558,570,,
2559-12-01,2559,12,086069,77,513,873,148,450,,
2559-12-16,2559,12,435286,35,366,596,199,716,,
2559-12-30,2559,12,377712,46,304,890,477,769,,
2560-01-17,2560,1,145157,25,511,663,516,836,,
2560-02-01,2560,2,054672,42,066,807,426,628,,
2560-02-16,2560,2,229116,14,128,464,375,953,,
2560-03-01,2560,3,978453,78,450,560,052,577,,
2560-03-16,2560,3,273863,92,324,918,694,941,,
2560-04-01,2560,4,392785,80,020,057,500,709,,
2560-04-16,2560,4,816729,40,766,973,241,807,,
2560-05-02,2560,5,008656,35,573,949,773,923,,
2560-05-16,2560,5,454891,53,008,396,490,603,,
2560-06-01,2560,6,053630,61,121,218,581,881,,
2560-06-16,2560,6,943142,47,626,878,373,740,,
2560-07-01,2560,7,112360,26,226,489,005,688,,
2560-07-16,2560,7,820327,87,584,835,390,823,,
2560-08-01,2560,8,756519,36,061,386,787,989,,
2560-08-16,2560,8,715431,37,115,302,253,945,,
2560-09-01,2560,9,143224,65,345,679,195,278,,
2560-09-16,2560,9,170143,71,172,647,340,388,,
2560-10-01,2560,10,880714,52,611,726,462,952,,
2560-10-16,2560,10,413494,86,180,971,128,287,,
2560-11-01,2560,11,533726,85,165,425,036,485,,
2560-11-16,2560,11,292391,98,831,961,477,628,,
2560-12-01,2560,12,451005,33,303,626,257,601,,
2560-12-16,2560,12,955596,89,616,836,290,938,,
2560-12-30,2560,12,911234,98,373,495,504,953,,
2561-01-17,2561,1,203823,50,624,799,236,397,,
2561-02-01,2561,2,026853,31,106,947,181,519,,
2561-02-16,2561,2,309915,39,007,388,230,748,,
2561-03-02,2561,3,759415,29,318,870,589,723,,
2561-03-16,2561,3,218559,82,064,720,205,489,,
2561-04-01,2561,4,412073,85,131,787,638,924,,
2561-04-16,2561,4,739229,60,273,654,076,526,,
2561-05-02,2561,5,248038,85,527,980,225,602,,
2561-05-16,2561,5,075629,20,130,357,047,506,,
2561-06-01,2561,6,988117,95,310,553,248,650,,
2561-06-16,2561,6,223131,46,432,507,132,868,,
2561-07-01,2561,7,963623,83,429,901,210,217,,
2561-07-16,2561,7,596324,27,403,530,138,362,,
2561-08-01,2561,8,386602,78,832,903,549,726,,
2561-08-16,2561,8,586117,10,340,670,591,815,,
2561-09-01,2561,9,734510,26,464,512,097,202,,
2561-09-16,2561,9,149760,79,323,539,155,297,,
2561-10-01,2561,10,452643,99,594,726,561,810,,
2561-10-16,2561,10,200515,93,186,392,192,212,,
2561-11-01,2561,11,149840,58,384,576,046,509,,
2561-11-16,2561,11,989903,16,471,930,140,876,,
2561-12-01,2561,12,021840,67,045,307,561,988,,
2561-12-16,2561,12,356564,62,480,948,297,369,,
2561-12-30,2561,12,735867,02,031,913,701,884,,
2562-01-17,2562,1,197079,65,206,412,127,660,,
2562-02-01,2562,2,967134,04,643,779,197,948,,
2562-02-16,2562,2,074824,56,881,910,612,879,,
2562-03-01,2562,3,345650,65,137,999,830,837,,
2562-03-16,2562,3,724628,64,148,883,154,877,,
2562-04-01,2562,4,109767,52,888,959,403,975,,
2562-04-16,2562,4,570331,23,512,930,966,968,,
2562-05-02,2562,5,061324,25,043,476,374,699,,
2562-05-16,2562,5,962526,71,669,949,018,828,,
2562-06-01,2562,6,516461,46,589,713,215,560,,
2562-06-16,2562,6,174055,29,625,884,127,800,,
2562-07-01,2562,7,943647,86,239,864,006,375,,
2562-07-15,2562,7,369765,88,355,901,113,556,,
2562-08-01,2562,8,387006,58,135,983,562,795,,
2562-08-16,2562,8,775476,89,149,912,563,580,,
2562-09-01,2562,9,798787,20,210,847,274,439,,
2562-09-16,2562,9,340388,85,733,947,925,939,,
2562-10-01,2562,10,691197,59,392,920,606,797,,
2562-10-16,2562,10,812564,15,255,625,132,598,,
2562-11-01,2562,11,967375,79,323,806,021,206,,
2562-11-16,2562,11,017223,32,164,640,085,194,,
2562-12-01,2562,12,453522,81,261,617,013,457,,
2562-12-16,2562,12,529924,97,043,138,555,665,,
2562-12-30,2562,12,510541,81,116,382,140,250,,
2563-01-17,2563,1,491774,68,004,132,379,595,,
2563-02-01,2563,2,589227,06,259,552,375,927,,
2563-02-16,2563,2,781403,94,515,952,030,918,,
2563-03-01,2563,3,875938,98,294,328,597,780,,
2563-03-16,2563,3,503446,77,258,726,404,661,,
2563-04-01,2563,4,051095,22,285,430,191,364,,
2563-06-01,2563,6,831567,24,264,489,562,582,,
2563-06-16,2563,6,516967,64,876,882,565,625,,
2563-07-01,2563,7,347258,83,095,362,094,307,,
2563-07-16,2563,7,873286,53,510,533,494,682,,
2563-08-01,2563,8,569391,92,575,931,578,809,,
2563-08-16,2563,8,945811,88,614,712,364,733,,
2563-09-01,2563,9,999997,98,636,725,342,957,,
2563-09-16,2563,9,244083,57,127,220,623,853,,
2563-10-01,2563,10,837893,59,594,757,110,595,,
2563-10-16,2563,10,286051,38,189,464,045,980,,
2563-11-01,2563,11,506404,40,154,598,062,245,,
2563-11-16,2563,11,972661,46,368,741,208,255,,
2563-12-01,2563,12,100994,84,093,776,834,984,,
2563-12-16,2563,12,201303,70,377,828,072,517,,
2563-12-30,2563,12,803628,19,336,804,321,924,,
2564-01-17,2564,1,384395,15,367,653,566,878,,
2564-02-01,2564,2,912307,97,248,605,282,651,,
2564-02-16,2564,2,424603,39,318,861,057,817,,
2564-03-01,2564,3,835538,73,290,838,051,806,,
2564-03-16,2564,3,890422,19,036,902,256,396,,
2564-04-01,2564,4,472270,05,283,755,393,577,,
2564-04-16,2564,4,100787,56,013,143,264,478,,
2564-05-02,2564,5,501272,18,018,306,129,498,,
2564-05-16,2564,5,684579,14,615,843,276,970,,
2564-06-01,2564,6,292972,45,193,620,723,978,,
2564-06-16,2564,6,691861,17,007,054,447,668,,
2564-07-01,2564,7,713517,29,073,794,414,511,,
2564-07-16,2564,7,556725,70,058,174,233,927,,
2564-08-01,2564,8,910261,69,103,307,004,785,,
2564-08-16,2564,8,046750,23,421,666,160,355,,
2564-09-01,2564,9,114475,79,278,302,123,458,,
2564-09-16,2564,9,070935,90,609,817,007,379,,
2564-10-01,2564,10,578171,83,285,361,379,449,,
2564-10-16,2564,10,386372,38,602,964,295,798,,
2564-11-01,2564,11,045037,95,247,458,331,755,,
2564-11-16,2564,11,032761,57,471,648,245,844,,
2564-12-01,2564,12,077258,82,739,740,401,485,,
2564-12-16,2564,12,639235,83,097,629,476,522,,
2564-12-30,2564,12,819068,36,591,979,419,547,,
2565-01-17,2565,1,880159,92,731,786,119,529,,
2565-02-01,2565,2,944308,30,061,942,485,509,,
2565-02-17,2565,2,098597,57,085,644,592,816,,
2565-03-01,2565,3,061905,07,236,834,234,691,,
2565-03-16,2565,3,737867,03,349,985,788,989,,
2565-04-01,2565,4,970618,10,391,738,578,870,,
2565-04-16,2565,4,395919,58,289,859,413,508,,
2565-05-02,2565,5,658642,09,518,778,041,325,,
2565-05-16,2565,5,155012,06,247,736,236,540,,
2565-06-01,2565,6,319196,02,679,817,213,652,,
2565-06-16,2565,6,361807,92,285,549,106,228,,
2565-07-01,2565,7,981417,61,242,287,002,542,,
2565-07-16,2565,7,620405,53,159,834,061,279,,
2565-08-01,2565,8,436594,14,266,893,282,447,,
2565-08-16,2565,8,331583,42,271,300,284,876,,
2565-09-01,2565,9,929332,83,298,725,210,604,,
2565-09-16,2565,9,943703,75,540,971,432,631,,
2565-10-01,2565,10,484669,50,206,996,194,278,,
2565-10-16,2565,10,613106,15,037,158,606,799,,
2565-11-01,2565,11,913106,70,722,839,343,922,,
2565-11-16,2565,11,121789,64,532,722,157,973,,
2565-12-01,2565,12,375805,08,170,786,409,421,,
2565-12-16,2565,12,845093,14,411,912,593,855,,
2565-12-30,2565,12,157196,58,007,522,250,425,,
2566-01-17,2566,1,812519,47,389,443,564,849,,
2566-02-01,2566,2,297411,92,181,789,101,664,,
2566-02-16,2566,2,590417,80,195,664,377,523,,
2566-03-01,2566,3,417652,55,577,919,748,984,,
2566-03-16,2566,3,025873,73,420,800,355,544,,
2566-04-01,2566,4,087907,99,111,914,290,698,,
2566-04-16,2566,4,984906,71,670,678,551,797,,
2566-05-02,2566,5,843019,65,500,780,187,269,,
2566-05-16,2566,5,132903,99,678,739,693,731,,
2566-06-01,2566,6,125272,09,000,681,386,971,,
2566-06-16,2566,6,264872,30,519,628,202,874,,
2566-07-01,2566,7,922605,16,281,867,491,947,,
2566-07-16,2566,7,169530,62,261,384,066,780,,
2566-07-31,2566,7,260453,11,268,708,387,601,,
2566-08-16,2566,8,471782,67,431,739,737,742,,
2566-09-01,2566,9,915478,91,521,596,291,692,,
2566-09-16,2566,9,320812,46,037,699,057,344,,
2566-10-01,2566,10,727202,66,324,355,426,615,,
2566-10-16,2566,10,931446,44,167,398,272,970,,
2566-11-01,2566,11,743951,63,335,913,019,349,,
2566-11-16,2566,11,557990,14,346,412,778,961,,
2566-12-01,2566,12,251097,91,055,265,092,280,,
2566-12-16,2566,12,356757,85,058,410,584,964,,
2566-12-30,2566,12,625544,89,600,648,456,882,,
2567-01-17,2567,1,105979,61,429,931,196,635,,
2567-02-01,2567,2,607063,09,454,943,544,591,,
2567-02-16,2567,2,941395,43,056,330,375,587,,
2567-03-01,2567,3,253603,79,900,975,382,703,,
2567-03-16,2567,3,997626,78,509,571,329,794,,
2567-04-01,2567,4,803481,90,122,809,559,947,,
2567-04-16,2567,4,943598,79,727,729,154,200,,
2567-05-02,2567,5,980116,17,104,763,634,833,,
2567-05-16,2567,5,205690,60,747,885,070,137,,
2567-06-01,2567,6,530593,42,194,364,421,734,,
2567-06-16,2567,6,518504,31,016,428,426,447,,
2567-07-01,2567,7,434503,89,839,975,647,778,,
2567-07-16,2567,7,367336,21,011,331,421,618,,
2567-08-01,2567,8,407041,46,408,579,070,622,,
2567-08-16,2567,8,095867,28,212,334,697,728,,
2567-09-01,2567,9,199606,94,173,220,094,388,,
2567-09-16,2567,9,608662,37,230,904,008,408,,
2567-10-01,2567,10,718665,59,053,812,079,566,,
2567-10-16,2567,10,482962,00,561,648,493,919,,
2567-11-01,2567,11,536044,32,174,225,063,231,,
2567-11-16,2567,11,187221,38,036,923,547,980,,
2567-12-01,2567,12,669843,61,559,626,098,654,,
2567-12-16,2567,12,097863,21,290,742,339,881,,
2568-01-02,2568,1,730209,51,065,446,297,376,,
2568-01-17,2568,1,807779,23,699,961,448,477,,
2568-02-01,2568,2,558700,51,285,418,685,824,,
2568-02-16,2568,2,847377,50,268,613,001,652,,
2568-03-01,2568,3,818894,54,139,530,656,781,,
2568-03-16,2568,3,757563,32,595,927,309,457,,
2568-04-01,2568,4,669687,36,635,760,180,666,,
2568-04-16,2568,4,266227,85,254,413,474,760,,
2568-05-02,2568,5,213388,06,116,826,167,662,,
2568-05-16,2568,5,251309,87,109,231,631,965,,
2568-06-01,2568,6,559352,20,134,349,044,307,,
2568-06-16,2568,6,507392,06,017,243,299,736,,
2568-07-01,2568,7,949246,91,169,680,261,918,,
2568-07-16,2568,7,245324,26,171,995,084,336,,
2568-08-01,2568,8,811852,50,142,525,512,891,,
2568-08-16,2568,8,994865,63,247,602,834,989,,
2568-09-01,2568,9,506356,31,012,131,022,209,,
2568-09-16,2568,9,074646,58,512,740,308,703,,
2568-10-01,2568,10,876978,77,532,843,280,605,,
2568-10-16,2568,10,059696,61,531,955,476,889,,
2568-11-01,2568,11,345898,87,328,449,111,690,,
2568-11-16,2568,11,458145,37,242,602,239,389,,
2568-12-01,2568,12,461252,22,389,655,137,995,,
2568-12-16,2568,12,763895,52,176,431,014,449,,
2569-01-02,2569,1,837706,16,347,694,288,765,,
2569-01-17,2569,1,878972,02,299,815,363,662,,
2569-02-01,2569,2,174629,48,195,917,041,408,,
2569-02-16,2569,2,340563,07,241,527,169,578,,
2569-03-01,2569,3,820866,06,054,479,068,837,,
2569-03-16,2569,3,833009,64,510,983,439,954,,
2569-04-01,2569,4,292514,47,113,406,098,851,,
2569-04-16,2569,4,309612,77,108,355,424,868,,
2569-05-02,2569,5,536077,43,267,318,065,153,,
2569-05-16,2569,5,107387,08,091,298,602,716,,
2569-06-01,2569,6,173770,95,415,848,410,938,,
2569-06-16,2569,6,287184,48,434,758,007,721,,
